Month,Name1,Name2,Economic Indicators,Impact1,MDD.Growth,Underlying Economic Activity
2021M06,MDD Growth,UEA,NA,0.01160698,0,0
2021M07,MDD Growth,UEA,Consumption,0.073235122,-2.177362627,1.66204018
2021M07,MDD Growth,UEA,Financial,0.02871582,0,0
2021M07,MDD Growth,UEA,Fiscal,0.276403699,0,0
2021M07,MDD Growth,UEA,Housing,0.087592564,0,0
2021M07,MDD Growth,UEA,Industrial Output,0.070710621,0,0
2021M07,MDD Growth,UEA,Investment,0.165746359,0,0
2021M07,MDD Growth,UEA,Labour Market,0.22019351,0,0
2021M07,MDD Growth,UEA,Prices,0.004245268,0,0
2021M07,MDD Growth,UEA,Soft,0.771058494,0,0
2021M07,MDD Growth,UEA,NA,0.01246815,0,0
2021M08,MDD Growth,UEA,Consumption,0.011511521,-5.774681034,1.465108482
2021M08,MDD Growth,UEA,Financial,0.02994132,0,0
2021M08,MDD Growth,UEA,Fiscal,0.149229568,0,0
2021M08,MDD Growth,UEA,Housing,0.087999058,0,0
2021M08,MDD Growth,UEA,Industrial Output,0.086540667,0,0
2021M08,MDD Growth,UEA,Investment,0.115615297,0,0
2021M08,MDD Growth,UEA,Labour Market,0.183611586,0,0
2021M08,MDD Growth,UEA,Prices,0.00987099,0,0
2021M08,MDD Growth,UEA,Soft,0.81860313,0,0
2021M08,MDD Growth,UEA,NA,0.012222102,0,0
2021M09,MDD Growth,UEA,Consumption,-0.024087137,-20.59780284,1.466629057
2021M09,MDD Growth,UEA,Financial,0.020852311,0,0
2021M09,MDD Growth,UEA,Fiscal,0.11517557,0,0
2021M09,MDD Growth,UEA,Housing,0.097630992,0,0
2021M09,MDD Growth,UEA,Industrial Output,0.037649575,0,0
2021M09,MDD Growth,UEA,Investment,0.080461586,0,0
2021M09,MDD Growth,UEA,Labour Market,0.18458527,0,0
2021M09,MDD Growth,UEA,Prices,0.015324429,0,0
2021M09,MDD Growth,UEA,Soft,0.814018895,0,0
2021M09,MDD Growth,UEA,NA,0.01148395,0,0
2021M10,MDD Growth,UEA,Consumption,-0.093974407,-23.59973847,1.5477257
2021M10,MDD Growth,UEA,Financial,0.030699396,0,0
2021M10,MDD Growth,UEA,Fiscal,0.147187352,0,0
2021M10,MDD Growth,UEA,Housing,0.091688106,0,0
2021M10,MDD Growth,UEA,Industrial Output,-0.001409467,0,0
2021M10,MDD Growth,UEA,Investment,0.103425035,0,0
2021M10,MDD Growth,UEA,Labour Market,0.31396549,0,0
2021M10,MDD Growth,UEA,Prices,0.02427758,0,0
2021M10,MDD Growth,UEA,Soft,0.868532976,0,0
2021M10,MDD Growth,UEA,NA,0.01082782,0,0
2021M11,MDD Growth,UEA,Consumption,0.116548798,-10.41760221,1.429169043
2021M11,MDD Growth,UEA,Financial,0.020989811,0,0
2021M11,MDD Growth,UEA,Fiscal,0.298345134,0,0
2021M11,MDD Growth,UEA,Housing,0.079511869,0,0
2021M11,MDD Growth,UEA,Industrial Output,0.05281201,0,0
2021M11,MDD Growth,UEA,Investment,0.070503488,0,0
2021M11,MDD Growth,UEA,Labour Market,0.33976523,0,0
2021M11,MDD Growth,UEA,Prices,0.026383016,0,0
2021M11,MDD Growth,UEA,Soft,0.585654838,0,0
2021M11,MDD Growth,UEA,NA,0.01177101,0,0
2021M12,MDD Growth,UEA,Consumption,-0.057283153,-0.440019707,0.95277873
2021M12,MDD Growth,UEA,Financial,0.030443272,0,0
2021M12,MDD Growth,UEA,Fiscal,0.078437002,0,0
2021M12,MDD Growth,UEA,Housing,0.096380079,0,0
2021M12,MDD Growth,UEA,Industrial Output,-0.133930613,0,0
2021M12,MDD Growth,UEA,Investment,0.015944437,0,0
2021M12,MDD Growth,UEA,Labour Market,0.35203305,0,0
2021M12,MDD Growth,UEA,Prices,0.028826779,0,0
2021M12,MDD Growth,UEA,Soft,0.26797803,0,0
2021M12,MDD Growth,UEA,NA,0.01119689,0,0
2022M01,MDD Growth,UEA,Consumption,0.203118676,38.05913856,2.111210345
2022M01,MDD Growth,UEA,Financial,0.027607588,0,0
2022M01,MDD Growth,UEA,Fiscal,0.106677833,0,0
2022M01,MDD Growth,UEA,Housing,0.12742471,0,0
2022M01,MDD Growth,UEA,Industrial Output,0.079616964,0,0
2022M01,MDD Growth,UEA,Investment,0.203633337,0,0
2022M01,MDD Growth,UEA,Labour Market,0.49131405,0,0
2022M01,MDD Growth,UEA,Prices,0.024261268,0,0
2022M01,MDD Growth,UEA,Soft,0.956165609,0,0
2022M01,MDD Growth,UEA,NA,0.01050864,0,0
2022M02,MDD Growth,UEA,Consumption,0.13682136,9.080467945,2.316675654
2022M02,MDD Growth,UEA,Financial,0.020724885,0,0
2022M02,MDD Growth,UEA,Fiscal,0.098593172,0,0
2022M02,MDD Growth,UEA,Housing,0.146489699,0,0
2022M02,MDD Growth,UEA,Industrial Output,0.251453558,0,0
2022M02,MDD Growth,UEA,Investment,0.142021612,0,0
2022M02,MDD Growth,UEA,Labour Market,0.542972295,0,0
2022M02,MDD Growth,UEA,Prices,0.028490303,0,0
2022M02,MDD Growth,UEA,Soft,0.846382419,0,0
2022M02,MDD Growth,UEA,NA,0.009007632,0,0
2022M03,MDD Growth,UEA,Consumption,0.132117191,-6.748585477,1.799672616
2022M03,MDD Growth,UEA,Financial,0.021272354,0,0
2022M03,MDD Growth,UEA,Fiscal,0.253461236,0,0
2022M03,MDD Growth,UEA,Housing,0.16836589,0,0
2022M03,MDD Growth,UEA,Industrial Output,0.1664859,0,0
2022M03,MDD Growth,UEA,Investment,0.044287068,0,0
2022M03,MDD Growth,UEA,Labour Market,0.51770574,0,0
2022M03,MDD Growth,UEA,Prices,0.03662144,0,0
2022M03,MDD Growth,UEA,Soft,0.391145618,0,0
2022M03,MDD Growth,UEA,NA,0.007871734,0,0
2022M04,MDD Growth,UEA,Consumption,0.306119696,-11.50712523,1.067277418
2022M04,MDD Growth,UEA,Financial,0.026313079,0,0
2022M04,MDD Growth,UEA,Fiscal,0.210092674,0,0
2022M04,MDD Growth,UEA,Housing,0.063499999,0,0
2022M04,MDD Growth,UEA,Industrial Output,-0.108850702,0,0
2022M04,MDD Growth,UEA,Investment,0.10659437,0,0
2022M04,MDD Growth,UEA,Labour Market,0.465011039,0,0
2022M04,MDD Growth,UEA,Prices,0.038786387,0,0
2022M04,MDD Growth,UEA,Soft,-0.049884878,0,0
2022M04,MDD Growth,UEA,NA,0.005640506,0,0
2022M05,MDD Growth,UEA,Consumption,0.044463778,-12.72383856,0.375009312
2022M05,MDD Growth,UEA,Financial,0.020074839,0,0
2022M05,MDD Growth,UEA,Fiscal,0.141487337,0,0
2022M05,MDD Growth,UEA,Housing,0.09495042,0,0
2022M05,MDD Growth,UEA,Industrial Output,0.009302217,0,0
2022M05,MDD Growth,UEA,Investment,0.089281506,0,0
2022M05,MDD Growth,UEA,Labour Market,0.44598243,0,0
2022M05,MDD Growth,UEA,Prices,0.04459184,0,0
2022M05,MDD Growth,UEA,Soft,-0.484246718,0,0
2022M05,MDD Growth,UEA,NA,0.005275395,0,0
2022M06,MDD Growth,UEA,Consumption,-0.117308123,-9.452241558,-0.075313257
2022M06,MDD Growth,UEA,Financial,0.009452079,0,0
2022M06,MDD Growth,UEA,Fiscal,0.175704209,0,0
2022M06,MDD Growth,UEA,Housing,0.08987984,0,0
2022M06,MDD Growth,UEA,Industrial Output,-0.071066113,0,0
2022M06,MDD Growth,UEA,Investment,0.068137589,0,0
2022M06,MDD Growth,UEA,Labour Market,0.40498352,0,0
2022M06,MDD Growth,UEA,Prices,0.05270172,0,0
2022M06,MDD Growth,UEA,Soft,-0.643713944,0,0
2022M06,MDD Growth,UEA,NA,0.003896091,0,0
2022M07,MDD Growth,UEA,Consumption,-0.153443308,-2.177362627,-0.310928761
2022M07,MDD Growth,UEA,Financial,0.027919226,0,0
2022M07,MDD Growth,UEA,Fiscal,0.152870892,0,0
2022M07,MDD Growth,UEA,Housing,0.106950111,0,0
2022M07,MDD Growth,UEA,Industrial Output,0.046536854,0,0
2022M07,MDD Growth,UEA,Investment,-0.094231846,0,0
2022M07,MDD Growth,UEA,Labour Market,0.336341948,0,0
2022M07,MDD Growth,UEA,Prices,0.053588337,0,0
2022M07,MDD Growth,UEA,Soft,-0.787669494,0,0
2022M07,MDD Growth,UEA,NA,0.006208455,0,0
2022M08,MDD Growth,UEA,Consumption,-0.059155074,-5.774681034,-0.082736422
2022M08,MDD Growth,UEA,Financial,0.012768863,0,0
2022M08,MDD Growth,UEA,Fiscal,0.14505729,0,0
2022M08,MDD Growth,UEA,Housing,0.11898685,0,0
2022M08,MDD Growth,UEA,Industrial Output,0.18762024,0,0
2022M08,MDD Growth,UEA,Investment,-0.035010278,0,0
2022M08,MDD Growth,UEA,Labour Market,0.294663067,0,0
2022M08,MDD Growth,UEA,Prices,0.050167057,0,0
2022M08,MDD Growth,UEA,Soft,-0.658313072,0,0
2022M08,MDD Growth,UEA,NA,0.003487909,0,0
2022M09,MDD Growth,UEA,Consumption,-0.092353222,-20.59780284,-0.281842174
2022M09,MDD Growth,UEA,Financial,-0.01707768,0,0
2022M09,MDD Growth,UEA,Fiscal,0.131709134,0,0
2022M09,MDD Growth,UEA,Housing,0.068800876,0,0
2022M09,MDD Growth,UEA,Industrial Output,0.074286023,0,0
2022M09,MDD Growth,UEA,Investment,-0.022776285,0,0
2022M09,MDD Growth,UEA,Labour Market,0.230086445,0,0
2022M09,MDD Growth,UEA,Prices,0.047039544,0,0
2022M09,MDD Growth,UEA,Soft,-0.672755269,0,0
2022M09,MDD Growth,UEA,NA,0.001191047,0,0
2022M10,MDD Growth,UEA,Consumption,-0.069402501,-23.59973847,-0.42787889
2022M10,MDD Growth,UEA,Financial,0.000793774,0,0
2022M10,MDD Growth,UEA,Fiscal,0.087482057,0,0
2022M10,MDD Growth,UEA,Housing,0.07431628,0,0
2022M10,MDD Growth,UEA,Industrial Output,0.107491594,0,0
2022M10,MDD Growth,UEA,Investment,-0.053841562,0,0
2022M10,MDD Growth,UEA,Labour Market,0.196004281,0,0
2022M10,MDD Growth,UEA,Prices,0.053865588,0,0
2022M10,MDD Growth,UEA,Soft,-0.740543781,0,0
2022M10,MDD Growth,UEA,NA,0.001929324,0,0
2022M11,MDD Growth,UEA,Consumption,-0.050295996,-10.41760221,-0.410888643
2022M11,MDD Growth,UEA,Financial,-0.017173378,0,0
2022M11,MDD Growth,UEA,Fiscal,0.132520744,0,0
2022M11,MDD Growth,UEA,Housing,0.093906782,0,0
2022M11,MDD Growth,UEA,Industrial Output,0.083211681,0,0
2022M11,MDD Growth,UEA,Investment,-0.109222471,0,0
2022M11,MDD Growth,UEA,Labour Market,0.167425112,0,0
2022M11,MDD Growth,UEA,Prices,0.051492154,0,0
2022M11,MDD Growth,UEA,Soft,-0.707829344,0,0
2022M11,MDD Growth,UEA,NA,0.002462524,0,0
2022M12,MDD Growth,UEA,Consumption,-0.032801974,-0.440019707,-0.212442077
2022M12,MDD Growth,UEA,Financial,-0.025110716,0,0
2022M12,MDD Growth,UEA,Fiscal,0.007417873,0,0
2022M12,MDD Growth,UEA,Housing,0.074071395,0,0
2022M12,MDD Growth,UEA,Industrial Output,0.091626267,0,0
2022M12,MDD Growth,UEA,Investment,-0.030281097,0,0
2022M12,MDD Growth,UEA,Labour Market,0.180774623,0,0
2022M12,MDD Growth,UEA,Prices,0.045852839,0,0
2022M12,MDD Growth,UEA,Soft,-0.528467953,0,0
2022M12,MDD Growth,UEA,NA,-0.000326523,0,0
2023M01,MDD Growth,UEA,Consumption,-0.002976458,-2.958431142,-0.080819626
2023M01,MDD Growth,UEA,Financial,-0.025914429,0,0
2023M01,MDD Growth,UEA,Fiscal,0.07253234,0,0
2023M01,MDD Growth,UEA,Housing,0.052432033,0,0
2023M01,MDD Growth,UEA,Industrial Output,0.032471533,0,0
2023M01,MDD Growth,UEA,Investment,0.057374138,0,0
2023M01,MDD Growth,UEA,Labour Market,0.18463263,0,0
2023M01,MDD Growth,UEA,Prices,0.04281594,0,0
2023M01,MDD Growth,UEA,Soft,-0.44764255,0,0
2023M01,MDD Growth,UEA,NA,0.001026985,0,0
2023M02,MDD Growth,UEA,Consumption,-0.040716761,-19.58025439,-0.199102409
2023M02,MDD Growth,UEA,Financial,-0.03099456,0,0
2023M02,MDD Growth,UEA,Fiscal,0.051539787,0,0
2023M02,MDD Growth,UEA,Housing,0.047777373,0,0
2023M02,MDD Growth,UEA,Industrial Output,-0.018737534,0,0
2023M02,MDD Growth,UEA,Investment,-0.009185267,0,0
2023M02,MDD Growth,UEA,Labour Market,0.128372872,0,0
2023M02,MDD Growth,UEA,Prices,0.04767006,0,0
2023M02,MDD Growth,UEA,Soft,-0.373476579,0,0
2023M02,MDD Growth,UEA,NA,-0.000982769,0,0
2023M03,MDD Growth,UEA,Consumption,0.010528761,-6.064733022,-0.121775
2023M03,MDD Growth,UEA,Financial,-0.035828614,0,0
2023M03,MDD Growth,UEA,Fiscal,0.095234643,0,0
2023M03,MDD Growth,UEA,Housing,0.050182874,0,0
2023M03,MDD Growth,UEA,Industrial Output,0.051362388,0,0
2023M03,MDD Growth,UEA,Investment,0.009962653,0,0
2023M03,MDD Growth,UEA,Labour Market,0.12089977,0,0
2023M03,MDD Growth,UEA,Prices,0.041652313,0,0
2023M03,MDD Growth,UEA,Soft,-0.392783089,0,0
2023M03,MDD Growth,UEA,NA,0.000821909,0,0
2023M04,MDD Growth,UEA,Consumption,-0.010019503,-8.389243696,-0.051576
2023M04,MDD Growth,UEA,Financial,-0.040632052,0,0
2023M04,MDD Growth,UEA,Fiscal,0.041996498,0,0
2023M04,MDD Growth,UEA,Housing,0.025970837,0,0
2023M04,MDD Growth,UEA,Industrial Output,0.013169748,0,0
2023M04,MDD Growth,UEA,Investment,0.007338547,0,0
2023M04,MDD Growth,UEA,Labour Market,0.10929056,0,0
2023M04,MDD Growth,UEA,Prices,0.037894785,0,0
2023M04,MDD Growth,UEA,Soft,-0.225573406,0,0
2023M04,MDD Growth,UEA,NA,0.00066605,0,0
2023M05,MDD Growth,UEA,Consumption,0.045939606,7.470057492,0.069999
2023M05,MDD Growth,UEA,Financial,-0.043962668,0,0
2023M05,MDD Growth,UEA,Fiscal,0.011447714,0,0
2023M05,MDD Growth,UEA,Housing,0.020679562,0,0
2023M05,MDD Growth,UEA,Industrial Output,0.092532707,0,0
2023M05,MDD Growth,UEA,Investment,0.010930999,0,0
2023M05,MDD Growth,UEA,Labour Market,0.037412414,0,0
2023M05,MDD Growth,UEA,Prices,0.033542025,0,0
2023M05,MDD Growth,UEA,Soft,-0.134154058,0,0
2023M05,MDD Growth,UEA,NA,0.000477379,0,0
2023M06,MDD Growth,UEA,Consumption,-0.000120918,-0.34222,0.119918397
2023M06,MDD Growth,UEA,Financial,-0.047017892,0,0
2023M06,MDD Growth,UEA,Fiscal,0.006129726,0,0
2023M06,MDD Growth,UEA,Housing,0.023211865,0,0
2023M06,MDD Growth,UEA,Industrial Output,0.077859337,0,0
2023M06,MDD Growth,UEA,Investment,0.02605404,0,0
2023M06,MDD Growth,UEA,Labour Market,0.002608033,0,0
2023M06,MDD Growth,UEA,Prices,0.030790018,0,0
2023M06,MDD Growth,UEA,Soft,-0.023486659,0,0
2023M06,MDD Growth,UEA,NA,0.000603643,0,0
2023M07,MDD Growth,UEA,Consumption,0.011552092,1.337421,0.114263972
2023M07,MDD Growth,UEA,Financial,-0.048804448,0,0
2023M07,MDD Growth,UEA,Fiscal,0.078045333,0,0
2023M07,MDD Growth,UEA,Housing,0.020106929,0,0
2023M07,MDD Growth,UEA,Industrial Output,0.042940773,0,0
2023M07,MDD Growth,UEA,Investment,0.030586739,0,0
2023M07,MDD Growth,UEA,Labour Market,0.004368467,0,0
2023M07,MDD Growth,UEA,Prices,0.02820483,0,0
2023M07,MDD Growth,UEA,Soft,0.013725878,0,0
2023M07,MDD Growth,UEA,NA,0.000346094,0,0
2023M08,MDD Growth,UEA,Consumption,0.050646128,1.460542,-0.025720358
2023M08,MDD Growth,UEA,Financial,-0.050831001,0,0
2023M08,MDD Growth,UEA,Fiscal,-0.063785076,0,0
2023M08,MDD Growth,UEA,Housing,0.019700157,0,0
